@Relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@Attribute searchPercentage numeric
@Attribute debugPercentage numeric
@Attribute focusPercentage numeric
@Attribute editPercentage numeric
@Attribute removePercentage numeric
@Attribute stuck {YES,NO}

@data
2.5,0.0,62.5,35.0,0.0,NO
0.0,0.0,0.0,100.0,0.0,NO
0.0,0.0,10.526315789473683,89.47368421052632,0.0,NO
6.976744186046512,11.627906976744185,65.11627906976744,16.27906976744186,0.0,NO
0.0,53.65853658536586,9.75609756097561,36.58536585365854,0.0,NO
0.0,55.26315789473685,15.789473684210526,28.947368421052634,0.0,NO
0.0,31.70731707317073,9.75609756097561,58.536585365853654,0.0,NO
0.0,52.27272727272727,4.545454545454546,43.18181818181818,0.0,NO
0.0,48.78048780487805,19.51219512195122,31.70731707317073,0.0,NO
2.4390243902439024,51.21951219512195,19.51219512195122,26.82926829268293,0.0,NO
0.0,62.0,0.0,38.0,0.0,NO
0.0,40.0,0.0,60.0,0.0,NO
0.0,37.5,0.0,62.5,0.0,NO
0.0,42.22222222222222,0.0,57.77777777777777,0.0,NO
0.0,43.47826086956522,0.0,56.52173913043478,0.0,NO
12.5,47.5,5.0,35.0,0.0,NO
0.0,47.5,0.0,52.5,0.0,NO
0.0,40.476190476190474,0.0,59.523809523809526,0.0,NO
0.0,67.3913043478261,0.0,32.608695652173914,0.0,NO
0.0,52.27272727272727,0.0,47.72727272727273,0.0,NO
0.0,53.48837209302325,0.0,46.51162790697674,0.0,NO
0.0,29.72972972972973,0.0,70.27027027027027,0.0,NO
0.0,41.46341463414634,0.0,58.536585365853654,0.0,NO
0.0,53.65853658536586,14.634146341463413,31.70731707317073,0.0,NO
0.0,70.0,10.0,20.0,0.0,NO
0.0,58.333333333333336,5.555555555555555,36.11111111111111,0.0,NO
0.0,60.0,8.88888888888889,31.11111111111111,0.0,NO
0.0,50.0,5.555555555555555,44.44444444444444,0.0,NO
0.0,65.78947368421053,0.0,34.21052631578947,0.0,NO
2.3255813953488373,62.7906976744186,0.0,34.883720930232556,0.0,NO
0.0,54.54545454545454,0.0,45.45454545454545,0.0,NO
5.263157894736842,44.73684210526316,0.0,50.0,0.0,NO
5.128205128205128,48.717948717948715,0.0,46.15384615384615,0.0,NO
0.0,48.57142857142857,5.714285714285714,45.714285714285715,0.0,NO
2.631578947368421,47.368421052631575,26.31578947368421,23.684210526315788,0.0,NO
9.67741935483871,38.70967741935484,25.806451612903224,25.806451612903224,0.0,NO
11.76470588235294,20.588235294117645,5.88235294117647,61.76470588235294,0.0,NO
2.631578947368421,52.63157894736842,5.263157894736842,39.473684210526315,0.0,NO
5.714285714285714,37.142857142857146,0.0,57.14285714285714,0.0,NO
0.0,41.46341463414634,4.878048780487805,53.65853658536586,0.0,NO
0.0,50.0,21.052631578947366,28.947368421052634,0.0,NO
2.4390243902439024,65.85365853658537,9.75609756097561,21.951219512195124,0.0,NO
5.128205128205128,66.66666666666666,5.128205128205128,23.076923076923077,0.0,YES
0.0,80.95238095238095,0.0,19.047619047619047,0.0,YES
0.0,88.09523809523809,0.0,11.904761904761903,0.0,YES
0.0,82.22222222222221,4.444444444444445,13.333333333333334,0.0,YES
0.0,79.06976744186046,9.30232558139535,11.627906976744185,0.0,YES
0.0,79.54545454545455,0.0,20.454545454545457,0.0,NO
0.0,76.19047619047619,4.761904761904762,19.047619047619047,0.0,NO
0.0,54.285714285714285,11.428571428571429,34.285714285714285,0.0,NO
0.0,38.095238095238095,0.0,61.904761904761905,0.0,NO
5.88235294117647,52.94117647058824,8.823529411764707,32.35294117647059,0.0,NO
0.0,50.0,15.625,34.375,0.0,NO
0.0,58.97435897435898,10.256410256410255,30.76923076923077,0.0,NO
2.857142857142857,40.0,22.857142857142858,34.285714285714285,0.0,NO
10.256410256410255,46.15384615384615,5.128205128205128,38.46153846153847,0.0,NO
6.8181818181818175,45.45454545454545,2.272727272727273,45.45454545454545,0.0,NO
2.3255813953488373,27.906976744186046,2.3255813953488373,67.44186046511628,0.0,NO
4.761904761904762,57.14285714285714,0.0,38.095238095238095,0.0,NO
0.0,67.3913043478261,0.0,32.608695652173914,0.0,NO
0.0,80.0,0.0,20.0,0.0,NO
0.0,73.33333333333333,0.0,26.666666666666668,0.0,NO
0.0,71.73913043478261,0.0,28.26086956521739,0.0,NO
2.272727272727273,40.909090909090914,0.0,56.81818181818182,0.0,NO
2.7027027027027026,37.83783783783784,0.0,59.45945945945946,0.0,NO
0.0,45.23809523809524,9.523809523809524,45.23809523809524,0.0,NO
0.0,58.82352941176471,5.88235294117647,35.294117647058826,0.0,NO
0.0,47.72727272727273,13.636363636363635,38.63636363636363,0.0,NO
0.0,52.38095238095239,0.0,47.61904761904761,0.0,NO
0.0,53.48837209302325,0.0,46.51162790697674,0.0,NO
0.0,61.904761904761905,9.523809523809524,28.57142857142857,0.0,NO
0.0,52.5,15.0,32.5,0.0,NO
0.0,66.66666666666666,4.761904761904762,28.57142857142857,0.0,NO
7.894736842105263,50.0,10.526315789473683,31.57894736842105,0.0,NO
0.0,45.714285714285715,11.428571428571429,42.857142857142854,0.0,NO
0.0,71.73913043478261,0.0,28.26086956521739,0.0,NO
0.0,68.29268292682927,0.0,31.70731707317073,0.0,NO
0.0,72.3404255319149,0.0,27.659574468085108,0.0,NO
0.0,63.888888888888886,0.0,36.11111111111111,0.0,NO
0.0,71.7948717948718,0.0,28.205128205128204,0.0,NO
0.0,55.00000000000001,5.0,40.0,0.0,NO
0.0,46.666666666666664,0.0,53.333333333333336,0.0,NO
0.0,53.333333333333336,0.0,46.666666666666664,0.0,NO
0.0,66.66666666666666,7.6923076923076925,25.64102564102564,0.0,NO
12.5,40.625,15.625,31.25,0.0,NO
0.0,52.77777777777778,16.666666666666664,30.555555555555557,0.0,NO
0.0,58.536585365853654,9.75609756097561,31.70731707317073,0.0,NO
0.0,53.65853658536586,19.51219512195122,26.82926829268293,0.0,NO
0.0,48.57142857142857,5.714285714285714,45.714285714285715,0.0,NO
0.0,56.81818181818182,0.0,43.18181818181818,0.0,NO
0.0,58.333333333333336,5.555555555555555,36.11111111111111,0.0,NO
0.0,66.66666666666666,0.0,33.33333333333333,0.0,NO
0.0,55.26315789473685,15.789473684210526,28.947368421052634,0.0,NO
0.0,64.28571428571429,4.761904761904762,30.952380952380953,0.0,NO
0.0,65.0,0.0,35.0,0.0,NO
0.0,61.76470588235294,11.76470588235294,26.47058823529412,0.0,NO
0.0,66.66666666666666,14.285714285714285,19.047619047619047,0.0,NO
0.0,45.23809523809524,4.761904761904762,50.0,0.0,NO
0.0,41.02564102564102,0.0,58.97435897435898,0.0,NO
0.0,41.46341463414634,0.0,58.536585365853654,0.0,NO
0.0,58.97435897435898,5.128205128205128,35.8974358974359,0.0,NO
2.564102564102564,66.66666666666666,10.256410256410255,20.51282051282051,0.0,NO
2.564102564102564,35.8974358974359,0.0,61.53846153846154,0.0,NO
