@Relation programmer-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1

@Attribute editOrInsertPercentage numeric
@Attribute debugPercentage numeric
@Attribute navigationPercentage numeric
@Attribute focusPercentage numeric
@Attribute removePercentage numeric
@Attribute stuck {YES,NO}

@data
0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,0.0,0.0,NO
0.0,0.0,0.0,100.0,0.0,NO
35.714285714285715,0.0,7.142857142857142,35.714285714285715,21.428571428571427,NO
75.0,0.0,0.0,0.0,25.0,NO
54.54545454545454,0.0,0.0,0.0,45.45454545454545,NO
76.92307692307693,0.0,0.0,0.0,23.076923076923077,NO
86.66666666666667,0.0,0.0,0.0,13.333333333333334,NO
85.71428571428571,0.0,0.0,7.142857142857142,7.142857142857142,NO
27.77777777777778,0.0,0.0,66.66666666666666,5.555555555555555,NO
0.0,0.0,11.76470588235294,88.23529411764706,0.0,NO
35.294117647058826,35.294117647058826,5.88235294117647,23.52941176470588,0.0,NO
28.57142857142857,50.0,0.0,14.285714285714285,7.142857142857142,NO
38.88888888888889,50.0,0.0,11.11111111111111,0.0,NO
26.666666666666668,46.666666666666664,0.0,26.666666666666668,0.0,NO
50.0,35.714285714285715,0.0,14.285714285714285,0.0,NO
22.22222222222222,77.77777777777779,0.0,0.0,0.0,NO
68.75,18.75,0.0,12.5,0.0,NO
60.0,20.0,0.0,13.333333333333334,6.666666666666667,NO
33.33333333333333,61.111111111111114,0.0,0.0,5.555555555555555,NO
41.17647058823529,58.82352941176471,0.0,0.0,0.0,NO
31.57894736842105,52.63157894736842,0.0,10.526315789473683,5.263157894736842,NO
18.75,75.0,0.0,6.25,0.0,NO
50.0,6.25,0.0,43.75,0.0,NO
11.11111111111111,83.33333333333334,0.0,0.0,5.555555555555555,NO
31.25,56.25,0.0,12.5,0.0,NO
37.5,18.75,6.25,37.5,0.0,NO
45.0,55.00000000000001,0.0,0.0,0.0,NO
20.0,80.0,0.0,0.0,0.0,NO
68.42105263157895,31.57894736842105,0.0,0.0,0.0,NO
42.857142857142854,57.14285714285714,0.0,0.0,0.0,NO
45.45454545454545,36.36363636363637,0.0,0.0,18.181818181818183,NO
50.0,21.428571428571427,0.0,0.0,28.57142857142857,NO
41.66666666666667,50.0,0.0,0.0,8.333333333333332,NO
60.0,33.33333333333333,0.0,0.0,6.666666666666667,NO
66.66666666666666,27.77777777777778,0.0,0.0,5.555555555555555,NO
26.31578947368421,68.42105263157895,0.0,0.0,5.263157894736842,NO
47.368421052631575,47.368421052631575,0.0,0.0,5.263157894736842,NO
61.111111111111114,33.33333333333333,0.0,0.0,5.555555555555555,NO
47.05882352941176,47.05882352941176,5.88235294117647,0.0,0.0,NO
38.46153846153847,15.384615384615385,30.76923076923077,15.384615384615385,0.0,NO
31.57894736842105,68.42105263157895,0.0,0.0,0.0,NO
25.0,75.0,0.0,0.0,0.0,NO
75.0,16.666666666666664,0.0,0.0,8.333333333333332,NO
57.14285714285714,28.57142857142857,0.0,0.0,14.285714285714285,NO
68.42105263157895,31.57894736842105,0.0,0.0,0.0,NO
41.17647058823529,52.94117647058824,0.0,0.0,5.88235294117647,NO
22.22222222222222,66.66666666666666,0.0,0.0,11.11111111111111,NO
31.57894736842105,68.42105263157895,0.0,0.0,0.0,NO
33.33333333333333,66.66666666666666,0.0,0.0,0.0,NO
47.05882352941176,52.94117647058824,0.0,0.0,0.0,NO
50.0,50.0,0.0,0.0,0.0,NO
47.05882352941176,52.94117647058824,0.0,0.0,0.0,NO
52.94117647058824,47.05882352941176,0.0,0.0,0.0,NO
52.63157894736842,47.368421052631575,0.0,0.0,0.0,NO
92.3076923076923,7.6923076923076925,0.0,0.0,0.0,NO
50.0,42.857142857142854,0.0,0.0,7.142857142857142,NO
66.66666666666666,33.33333333333333,0.0,0.0,0.0,NO
62.5,31.25,0.0,0.0,6.25,NO
31.57894736842105,63.1578947368421,0.0,0.0,5.263157894736842,YES
13.333333333333334,46.666666666666664,0.0,40.0,0.0,NO
38.88888888888889,55.55555555555556,0.0,0.0,5.555555555555555,NO
18.75,68.75,0.0,12.5,0.0,NO
12.5,75.0,0.0,12.5,0.0,NO
20.0,60.0,0.0,20.0,0.0,NO
44.44444444444444,55.55555555555556,0.0,0.0,0.0,NO
25.0,75.0,0.0,0.0,0.0,NO
33.33333333333333,66.66666666666666,0.0,0.0,0.0,NO
22.22222222222222,55.55555555555556,0.0,22.22222222222222,0.0,NO
29.411764705882355,58.82352941176471,0.0,0.0,11.76470588235294,NO
42.857142857142854,42.857142857142854,0.0,14.285714285714285,0.0,NO
53.84615384615385,38.46153846153847,0.0,0.0,7.6923076923076925,NO
25.0,62.5,0.0,0.0,12.5,NO
31.25,62.5,0.0,0.0,6.25,NO
23.52941176470588,76.47058823529412,0.0,0.0,0.0,NO
43.75,56.25,0.0,0.0,0.0,NO
29.411764705882355,64.70588235294117,5.88235294117647,0.0,0.0,NO
47.05882352941176,52.94117647058824,0.0,0.0,0.0,NO
44.44444444444444,55.55555555555556,0.0,0.0,0.0,NO
50.0,50.0,0.0,0.0,0.0,NO
40.0,40.0,20.0,0.0,0.0,NO
57.89473684210527,42.10526315789473,0.0,0.0,0.0,NO
33.33333333333333,60.0,6.666666666666667,0.0,0.0,NO
47.05882352941176,47.05882352941176,5.88235294117647,0.0,0.0,NO
40.0,60.0,0.0,0.0,0.0,NO
27.27272727272727,45.45454545454545,0.0,18.181818181818183,9.090909090909092,NO
56.25,43.75,0.0,0.0,0.0,YES
5.88235294117647,41.17647058823529,5.88235294117647,47.05882352941176,0.0,NO
43.75,43.75,0.0,12.5,0.0,NO
27.27272727272727,45.45454545454545,0.0,18.181818181818183,9.090909090909092,NO
6.25,50.0,6.25,37.5,0.0,NO
50.0,12.5,37.5,0.0,0.0,NO
38.46153846153847,15.384615384615385,23.076923076923077,15.384615384615385,7.6923076923076925,NO
80.0,20.0,0.0,0.0,0.0,NO
31.25,50.0,0.0,12.5,6.25,NO
38.46153846153847,46.15384615384615,7.6923076923076925,0.0,7.6923076923076925,NO
41.17647058823529,52.94117647058824,0.0,0.0,5.88235294117647,NO
73.33333333333333,20.0,6.666666666666667,0.0,0.0,NO
50.0,33.33333333333333,8.333333333333332,0.0,8.333333333333332,NO
17.647058823529413,70.58823529411765,0.0,11.76470588235294,0.0,NO
76.47058823529412,23.52941176470588,0.0,0.0,0.0,NO
37.5,56.25,0.0,6.25,0.0,NO
25.0,56.25,0.0,18.75,0.0,YES
42.857142857142854,21.428571428571427,0.0,28.57142857142857,7.142857142857142,NO
23.52941176470588,70.58823529411765,5.88235294117647,0.0,0.0,NO
13.333333333333334,73.33333333333333,0.0,13.333333333333334,0.0,NO
26.666666666666668,53.333333333333336,6.666666666666667,13.333333333333334,0.0,NO
53.333333333333336,33.33333333333333,0.0,13.333333333333334,0.0,NO
0.0,94.11764705882352,5.88235294117647,0.0,0.0,NO
0.0,100.0,0.0,0.0,0.0,NO
35.714285714285715,57.14285714285714,0.0,0.0,7.142857142857142,NO
10.526315789473683,89.47368421052632,0.0,0.0,0.0,NO
13.333333333333334,80.0,0.0,0.0,6.666666666666667,NO
11.11111111111111,88.88888888888889,0.0,0.0,0.0,NO
21.052631578947366,78.94736842105263,0.0,0.0,0.0,NO
11.11111111111111,77.77777777777779,0.0,11.11111111111111,0.0,NO
5.88235294117647,88.23529411764706,0.0,5.88235294117647,0.0,NO
5.555555555555555,88.88888888888889,0.0,5.555555555555555,0.0,NO
11.76470588235294,82.35294117647058,0.0,5.88235294117647,0.0,NO
5.88235294117647,88.23529411764706,0.0,5.88235294117647,0.0,NO
43.75,56.25,0.0,0.0,0.0,NO
10.526315789473683,89.47368421052632,0.0,0.0,0.0,NO
41.17647058823529,58.82352941176471,0.0,0.0,0.0,NO
6.25,81.25,0.0,12.5,0.0,NO
0.0,85.71428571428571,0.0,0.0,14.285714285714285,NO
18.75,56.25,0.0,25.0,0.0,NO
64.28571428571429,28.57142857142857,0.0,0.0,7.142857142857142,NO
72.22222222222221,27.77777777777778,0.0,0.0,0.0,NO
47.05882352941176,52.94117647058824,0.0,0.0,0.0,NO
61.53846153846154,30.76923076923077,0.0,0.0,7.6923076923076925,NO
13.333333333333334,66.66666666666666,6.666666666666667,13.333333333333334,0.0,NO
38.46153846153847,38.46153846153847,7.6923076923076925,15.384615384615385,0.0,NO
36.36363636363637,36.36363636363637,0.0,18.181818181818183,9.090909090909092,NO
7.142857142857142,71.42857142857143,0.0,14.285714285714285,7.142857142857142,NO
0.0,71.42857142857143,0.0,14.285714285714285,14.285714285714285,NO
52.94117647058824,47.05882352941176,0.0,0.0,0.0,YES
6.666666666666667,40.0,0.0,46.666666666666664,6.666666666666667,YES
23.076923076923077,46.15384615384615,0.0,23.076923076923077,7.6923076923076925,NO
40.0,53.333333333333336,6.666666666666667,0.0,0.0,NO
80.0,13.333333333333334,6.666666666666667,0.0,0.0,NO
22.22222222222222,77.77777777777779,0.0,0.0,0.0,NO
30.76923076923077,15.384615384615385,38.46153846153847,15.384615384615385,0.0,NO
26.31578947368421,73.68421052631578,0.0,0.0,0.0,NO
16.666666666666664,33.33333333333333,5.555555555555555,0.0,44.44444444444444,NO
53.333333333333336,26.666666666666668,6.666666666666667,13.333333333333334,0.0,NO
65.0,25.0,0.0,0.0,10.0,NO
53.333333333333336,40.0,6.666666666666667,0.0,0.0,NO
36.84210526315789,57.89473684210527,5.263157894736842,0.0,0.0,NO
41.17647058823529,58.82352941176471,0.0,0.0,0.0,NO
22.22222222222222,77.77777777777779,0.0,0.0,0.0,NO
44.44444444444444,55.55555555555556,0.0,0.0,0.0,NO
21.052631578947366,78.94736842105263,0.0,0.0,0.0,NO
31.25,68.75,0.0,0.0,0.0,NO
21.052631578947366,78.94736842105263,0.0,0.0,0.0,NO
29.411764705882355,70.58823529411765,0.0,0.0,0.0,NO
15.0,85.0,0.0,0.0,0.0,NO
29.411764705882355,70.58823529411765,0.0,0.0,0.0,NO
36.84210526315789,63.1578947368421,0.0,0.0,0.0,NO
27.77777777777778,72.22222222222221,0.0,0.0,0.0,NO
50.0,50.0,0.0,0.0,0.0,NO
61.111111111111114,38.88888888888889,0.0,0.0,0.0,NO
53.333333333333336,26.666666666666668,13.333333333333334,0.0,6.666666666666667,NO
56.25,37.5,0.0,0.0,6.25,NO
35.714285714285715,57.14285714285714,0.0,0.0,7.142857142857142,NO
76.47058823529412,23.52941176470588,0.0,0.0,0.0,NO
23.52941176470588,76.47058823529412,0.0,0.0,0.0,NO
18.75,37.5,0.0,25.0,18.75,NO
46.666666666666664,53.333333333333336,0.0,0.0,0.0,NO
0.0,66.66666666666666,0.0,8.333333333333332,25.0,NO
38.88888888888889,44.44444444444444,0.0,16.666666666666664,0.0,NO
27.77777777777778,44.44444444444444,0.0,22.22222222222222,5.555555555555555,NO
50.0,50.0,0.0,0.0,0.0,NO
25.0,68.75,0.0,0.0,6.25,NO
55.55555555555556,38.88888888888889,0.0,0.0,5.555555555555555,NO
37.5,56.25,0.0,0.0,6.25,NO
52.94117647058824,47.05882352941176,0.0,0.0,0.0,NO
29.411764705882355,70.58823529411765,0.0,0.0,0.0,NO
23.52941176470588,64.70588235294117,0.0,11.76470588235294,0.0,NO
41.17647058823529,47.05882352941176,0.0,11.76470588235294,0.0,NO
43.75,56.25,0.0,0.0,0.0,NO
0.0,68.75,0.0,31.25,0.0,NO
41.17647058823529,52.94117647058824,0.0,5.88235294117647,0.0,NO
20.0,66.66666666666666,0.0,13.333333333333334,0.0,NO
36.84210526315789,63.1578947368421,0.0,0.0,0.0,NO
23.52941176470588,64.70588235294117,0.0,11.76470588235294,0.0,NO
46.15384615384615,30.76923076923077,23.076923076923077,0.0,0.0,NO
43.75,43.75,0.0,12.5,0.0,NO
18.75,50.0,0.0,25.0,6.25,NO
18.181818181818183,45.45454545454545,0.0,0.0,36.36363636363637,NO
23.52941176470588,64.70588235294117,0.0,0.0,11.76470588235294,NO
26.31578947368421,73.68421052631578,0.0,0.0,0.0,NO
17.647058823529413,70.58823529411765,0.0,0.0,11.76470588235294,NO
41.17647058823529,58.82352941176471,0.0,0.0,0.0,NO
25.0,75.0,0.0,0.0,0.0,NO
10.526315789473683,89.47368421052632,0.0,0.0,0.0,NO
40.0,60.0,0.0,0.0,0.0,NO
20.0,66.66666666666666,0.0,0.0,13.333333333333334,NO
25.0,75.0,0.0,0.0,0.0,NO
42.857142857142854,50.0,0.0,0.0,7.142857142857142,NO
26.666666666666668,73.33333333333333,0.0,0.0,0.0,NO
20.0,80.0,0.0,0.0,0.0,NO
47.05882352941176,52.94117647058824,0.0,0.0,0.0,NO
62.5,37.5,0.0,0.0,0.0,NO
0.0,86.66666666666667,0.0,13.333333333333334,0.0,NO
50.0,33.33333333333333,0.0,0.0,16.666666666666664,NO
30.76923076923077,46.15384615384615,0.0,0.0,23.076923076923077,NO
20.0,60.0,0.0,0.0,20.0,NO
33.33333333333333,50.0,0.0,0.0,16.666666666666664,NO
28.57142857142857,50.0,0.0,0.0,21.428571428571427,NO
50.0,41.66666666666667,0.0,0.0,8.333333333333332,NO
11.76470588235294,70.58823529411765,0.0,11.76470588235294,5.88235294117647,NO
5.88235294117647,70.58823529411765,11.76470588235294,11.76470588235294,0.0,NO
25.0,33.33333333333333,16.666666666666664,0.0,25.0,NO
8.333333333333332,50.0,0.0,33.33333333333333,8.333333333333332,NO
29.411764705882355,52.94117647058824,0.0,11.76470588235294,5.88235294117647,NO
23.076923076923077,61.53846153846154,0.0,15.384615384615385,0.0,NO
37.5,43.75,0.0,12.5,6.25,NO
20.0,60.0,0.0,13.333333333333334,6.666666666666667,NO
31.25,56.25,0.0,12.5,0.0,NO
29.411764705882355,47.05882352941176,0.0,23.52941176470588,0.0,NO
17.647058823529413,76.47058823529412,0.0,5.88235294117647,0.0,NO
43.75,37.5,0.0,18.75,0.0,NO
46.15384615384615,46.15384615384615,0.0,0.0,7.6923076923076925,NO
28.57142857142857,50.0,0.0,14.285714285714285,7.142857142857142,NO
26.666666666666668,66.66666666666666,0.0,0.0,6.666666666666667,NO
40.0,60.0,0.0,0.0,0.0,NO
50.0,37.5,0.0,0.0,12.5,NO
16.666666666666664,66.66666666666666,0.0,0.0,16.666666666666664,NO
18.75,68.75,0.0,12.5,0.0,NO
